"ID","ALT_ID","STATION NAME","STATE","LATITUDE","LONGITUDE","ELEV(FT)","DOMAINS"
"K1O4","1O4","THOMAS MUNI","OK","35.7337","-98.7305","1733","co"
"K1O8","1O8","TIPTON MUNI","OK","34.4586","-99.1713","1248","co"
"K1S4","1S4","SEILING","OK","36.1554","-98.9337","1746","co"
"K2F6","2F6","SKIATOOK MUNI","OK","36.3551","-96.0107","670","co"
"K2K1","2K1","POND CREEK MUNI","OK","36.6625","-97.8087","1061","co"
"K2K4","2K4","SCOTT FIELD","OK","34.8926","-99.5282","1644","co"
"K2O8","2O8","HINTON MUNI","OK","35.5072","-98.3426","1587","co"
"K3F7","3F7","JONES MEMORIAL","OK","35.807","-96.422","852","co"
"K3O3","3O3","PURCELL MUNI - STEVE","OK","34.9833","-97.3826","1143","co"
"K3O4","3O4","SAYRE MUNI","OK","35.1677","-99.6578","1937","co"
"K3O5","3O5","WALTERS MUNI","OK","34.3726","-98.4059","1058","co"
"K44M","44M","TENKILLER LAKE AIRPA","OK","35.705","-94.9361","877","co"
"K4F1","4F1","WESTPORT","OK","36.2214","-96.3465","901","co"
"K4O4","","IDABEL/MCCURTAIN CO","OK","33.9094","-94.8594","472","co"
"K4O5","4O5","CHEROKEE MUNI","OK","36.7883","-98.3584","1179","co"
"K5O1","5O1","VICI MUNI","OK","36.1411","-99.3034","2268","co"
"K6F1","6F1","TALIHINA MUNI","OK","34.7078","-95.0738","687","co"
"K6K4","6K4","FAIRVIEW MUNI","OK","36.2912","-98.4758","1274","co"
"K80F","80F","ANTLERS MUNI","OK","34.1936","-95.6499","577","co"
"K86F","86F","CARNEGIE MUNI","OK","35.1237","-98.5753","1354","co"
"K90F","90F","BROKEN BOW","OK","34.0132","-94.7583","404","co"
"K91F","91F","CARLTON LANDING FIEL","OK","35.1564","-95.6213","851","co"
"K92F","92F","CHATTANOOGA SKY HARB","OK","34.3689","-98.6821","1135","co"
"K93F","93F","MIGNON LAIRD MUNI","OK","35.6032","-99.703","2093","co"
"K95F","95F","CLEVELAND MUNI","OK","36.2842","-96.4633","976","co"
"K97F","97F","CRAZY HORSE MUNI","OK","34.5465","-97.1084","940","co"
"KADH","","ADA","OK","34.81","-96.67","1017","co"
"KADM","ADM","ARDMORE","OK","34.3","-97.0167","761","co"
"KAQR","","ATOKA MUNI ARPT","OK","34.4","-96.15","591","co"
"KAVK","","ALVA REGIONAL AIRPT","OK","36.77","-98.67","1473","co"
"KAXS","","ALTUS/QUARTZ MTN RGN","OK","34.6988","-99.3381","1433","co"
"KBFK","","BUFFALO MUNI","OK","36.8633","-99.6187","1822","co"
"KBKN","","BLACKWELL_TONKAWA","OK","36.7451","-97.3496","1030","co"
"KBVO","BVO","BARTLESVILLE","OK","36.75","-96","715","co"
"KCHK","","CHICKASHA MUNI ARPT","OK","35.1","-97.97","1152","co"
"KCLK","","CLINTON RGNL AP","OK","35.5383","-98.9327","1615","co"
"KCQB","","CHANDLER MUNI AIRPOR","OK","35.72","-96.82","984","co"
"KCSM","CSM","CLINTON","OK","35.35","-99.2","1923","co"
"KCUH","","CUSHING MUNI AP","OK","35.9499","-96.7731","916","co"
"KDUA","","EAKER FIELD AIRPORT","OK","33.94","-96.39","699","co"
"KDUC","","HALLIBURTON FIELD","OK","34.47","-97.96","1112","co"
"KEND","END","VANCE AFB","OK","36.35","-97.9167","1306","co"
"KF08","F08","EUFAULA MUNI","OK","35.2983","-95.6274","635","co"
"KF09","F09","OLUSTEE MUNI","OK","34.5126","-99.4295","1346","co"
"KF10","F10","HENRYETTA MUNI","OK","35.4069","-96.0158","849","co"
"KF22","F22","PERRY MUNI","OK","36.3856","-97.2772","1003","co"
"KF30","F30","SULPHUR MUNI","OK","34.527","-96.9902","1071","co"
"KF31","F31","LAKE TEXOMA STATE PA","OK","33.9911","-96.6427","693","co"
"KF32","F32","HEALDTON MUNI","OK","34.2549","-97.4729","956","co"
"KF36","F36","CORDELL MUNI","OK","35.2963","-98.9677","1589","co"
"KF68","F68","ANADARKO MUNI","OK","35.0522","-98.2641","1291","co"
"KF81","F81","OKEMAH MUNI","OK","35.4053","-96.3055","876","co"
"KF92","F92","KINGFISHER","OK","35.8767","-97.9529","1072","co"
"KF99","F99","HOLDENVILLE MUNI","OK","35.0859","-96.4167","861","co"
"KFDR","","FREDERICK MUNICIPAL","OK","34.3522","-98.9847","1253","co"
"KFSI","FSI","FORT SILL","OK","34.65","-98.4","1181","co"
"KGAG","GAG","GAGE","OK","36.3","-99.7667","2202","co"
"KGCM","","CLAREMORE RGNL ARPT","OK","36.29","-95.48","725","co"
"KGMJ","","GROVE MUNI AIRPORT","OK","36.61","-94.74","833","co"
"KGOK","","GUTHRIE MUNICIPAL AI","OK","35.8497","-97.4156","1073","co"
"KGUY","","GUYMON MUNICIPAL AIR","OK","36.685","-101.5078","3123","co"
"KGZL","","STIGLER","OK","35.2891","-95.0939","600","co"
"KH04","H04","VINITA MUNI","OK","36.6146","-95.1517","695","co"
"KH05","H05","WILBURTON MUNI","OK","34.9202","-95.3939","670","co"
"KH66","H66","NOWATA MUNI","OK","36.7209","-95.6253","679","co"
"KH68","H68","HEFNER-EASLEY","OK","35.9657","-95.3418","599","co"
"KH71","H71","MID-AMERICA INDUSTRI","OK","36.2254","-95.3301","622","co"
"KH76","H76","PAWHUSKA MUNI","OK","36.6717","-96.4056","1000","co"
"KH92","H92","HOMINY MUNI","OK","36.4428","-96.3872","825","co"
"KH97","H97","PAWNEE MUNI","OK","36.3773","-96.8052","875","co"
"KHBR","HBR","HOBART","OK","35","-99.05","1570","co"
"KHHW","","HUGO","OK","34.0348","-95.5419","472","co"
"KJSV","","SALLISAW MUNI ARPT","OK","35.44","-94.8","528","co"
"KJWG","","WATONGA AIRPORT","OK","35.86","-98.42","1549","co"
"KK44","K44","BEAVER MUNI","OK","36.7979","-100.5269","2491","co"
"KK49","K49","TEXHOMA MUNICIPAL","OK","36.5056","-101.8137","3462","co"
"KK77","K77","FREEDOM MUNI","OK","36.7585","-99.102","1517","co"
"KLAW","LAW","LAWTON MUNI  FAA","OK","34.5667","-98.4167","1108","co"
"KLTS","LTS","ALTUS AFB","OK","34.65","-99.2667","1378","co"
"KMDF","","MOORELAND MUNI","OK","36.4848","-99.1942","1970","co"
"KMIO","","MIAMI RGNL","OK","36.9092","-94.8875","806","co"
"KMKO","MKO","MUSKOGEE","OK","35.6667","-95.3667","610","co"
"KMLC","MLC","MCALESTER","OK","34.8833","-95.7833","770","co"
"KO13","O13","HADDOCK FIELD","OK","35.2008","-99.8811","2097","co"
"KO35","O35","HOLLIS MUNI","OK","34.7053","-99.9086","1659","co"
"KO45","O45","HOOKER MUNI","OK","36.8571","-101.2271","3000","co"
"KO47","O47","PRAGUE MUNI","OK","35.4808","-96.7188","1041","co"
"KO53","O53","MEDFORD MUNI","OK","36.7906","-97.749","1092","co"
"KO65","O65","CHRISTMAN AIRFIELD","OK","36.1125","-98.3087","1208","co"
"KOJA","","THOMAS_P_STAFFORD_AR","OK","35.5448","-98.6685","1604","co"
"KOKC","OKC","OKLAHOMA CTY ASOS","OK","35.4","-97.6","1304","co"
"KOKM","","OKMULGEE RGNL ARPT","OK","35.67","-95.95","722","co"
"KOUN","","NORMAN  WFO","OK","35.2435","-97.4708","1182","co"
"KOWP","","SAND SPRINGS","OK","37.1752","-96.1518","892","co"
"KPGO","PGO","PAGE (AMOS)","OK","34.6833","-94.6167","2661","co"
"KPNC","PNC","PONCA CITY","OK","36.7367","-97.1019","999","co"
"KPVJ","","PAULS VALLEY MUNI","OK","34.71","-97.22","968","co"
"KPWA","PWA","OKLAHOMA CITY","OK","35.5333","-97.6333","1299","co"
"KRCE","","OKLAHOMA_CITY","OK","35.4881","-97.8236","1355","co"
"KRKR","","POTEAU","OK","35.02","-94.62","453","co"
"KRQO","","EL RENO RGNL AP","OK","35.4726","-98.0053","1417","co"
"KRVS","","TULSA","OK","36.0425","-95.9894","625","co"
"KSNL","","SHAWNEE MUNI AIRPORT","OK","35.36","-96.94","1073","co"
"KSRE","","SEMINOLE_MUNI_ARPT","OK","35.2747","-96.6752","1023","co"
"KSUD","","STROUD MUNI","OK","35.7896","-96.6557","901","co"
"KSWO","SWO","STILLWATER","OK","36.1667","-97.0833","984","co"
"KTIK","TIK","TINKER AFB","OK","35.4167","-97.3833","1293","co"
"KTQH","","TAHLEQUAH MUNI ARPT","OK","35.93","-95","873","co"
"KTUL","TUL KTSA","TULSA        ASOS","OK","36.2","-95.9","676","co"
"KWDG","WDG","ENID","OK","36.3792","-97.7911","1168","co"
"KWWR","","WEST WOODWARD","OK","36.4333","-99.5333","2188","co"
"PEOO2","","OKEOA_PORT1","OK","35.2289","-96.6903","934","co"
"PWKO2","","OSAGE","OK","36.5974","-96.2979","847","co"
"THKO2","","KIAMICHI","OK","34.7756","-94.8978","2392","co"
"WMRO2","","WICHITA","OK","34.7607","-98.7419","1832","co"
"COTL","","BIG TROUT LAKE","ON","53.8161","-89.8917","735","co"
"CTAE","","ALFRED","ON","45.555","-74.8756","187","co"
"CTAG","","FORT FRANCES RCS","ON","48.6511","-93.4389","1122","co"
"CTAL","","ALEXANDRIA","ON","45.3167","-74.6167","252","co"
"CTBO","","BROCKVILLE CLIMATE","ON","44.6353","-75.7483","398","co"
"CTBT","","BEATRICE_CLIMATE","ON","45.1403","-79.4028","974","co"
"CTCK","","MOOSE_CREEK","ON","45.2511","-74.9628","279","co"
"CTCW","","CORNWALL","ON","45.0333","-74.6833","190","co"
"CTGT","","GUELPH_TURFGRASS","ON","43.55","-80.2167","1066","co"
"CTKG","","KINGSTON CLIMATE","ON","44.2233","-76.5994","305","co"
"CTKR","","KENORA RCS","ON","49.7906","-94.3778","1355","co"
"CTMS","","TIMMINS CLIMATE","ON","48.5572","-81.3903","965","co"
"CTNK","","ALGONQUIN_PARK_EGAT","ON","45.5333","-78.2667","1345","co"
"CTPM","","PEMBROKE CLIMATE","ON","48.6672","-53.1142","85","oc"
"CTPQ","","PETERBOROUGH_TRENT","ON","44.35","-78.3","712","co"
"CTRA","","RAWSON_LAKE_(AUT)","ON","49.6642","-93.7328","1427","co"
"CTTR","","TOBERMORY_RCS","ON","45.2333","-81.6333","702","co oc"
"CTWL","","WELLAND_PELHAM","ON","42.9667","-79.3333","584","co"
"CTWN","","WINCHESTER","ON","45.05","-75.3333","246","co"
"CTXR","","EARLTON CLIMATE","ON","47.695","-79.8489","797","co"
"CTZR","","SARNIA_CLIMATE","ON","43","-82.3","594","co"
"CWAB","WAB","TROWBRIDGE","ON","48.3","-88.8667","715","co oc"
"CWAJ","WAJ","ERIEAU","ON","42.25","-81.9","584","co oc"
"CWBE","WBE","KILLARNEY (AUTO)","ON","45.9667","-81.4833","643","co"
"CWBT","","LONGUE_PT_DE_MONGUE","ON","50.27","-64.23","36","co oc"
"CWCH","WCH CWIB CYIB","ATIKOKAN","ON","48.75","-91.6167","1277","co"
"CWCI","WCI","CARIBOU ISLAND","ON","47.3333","-85.8333","535","co oc"
"CWCJ","","PUKASKWA_PARK","ON","48.6","-86.3","676","co"
"CWCO","","COLLINGWOOD","ON","44.5","-80.2167","725","co"
"CWDD","WDD","BELLE RIVER AUTO","ON","42.3","-82.7","604","co oc"
"CWDF","WDF","OLIPHANT","ON","44.7333","-81.2833","597","co oc"
"CWDN","WDN","WASAGA BEACH","ON","44.5","-80.05","587","co"
"CWDV","WDV","UPSALA (AUTO)","ON","49.0333","-90.4667","1604","co"
"CWEC","","WELCOME_ISL_(AUTO8)","ON","48.3667","-89.1167","627","co"
"CWGD","WGD CYGD","GODERICH","ON","43.7667","-81.7167","702","co"
"CWGG","WGG","GREAT DUCK ISL","ON","45.65","-82.9667","600","co oc"
"CWGH","WGH","GRENADIER ISLAND","ON","44.4167","-75.85","269","co"
"CWGL","WGL","LAGOON_CITY","ON","44.53","-79.22","725","co"
"CWGQ","WGQ","ROQUEMAURE","ON","48.6333","-79.45","883","co"
"CWKK","","KATATOTA_ISLAND","ON","49.7167","-88.3333","856","co"
"CWLF","WLF WLH","LANSDOWNE HOUSE","ON","52.2333","-87.8833","840","co"
"CWLS","WLS","MT. FOREST","ON","43.9833","-80.75","1362","co"
"CWMZ","WMZ","WESTERN ISLAND","ON","45.0333","-80.3667","627","co oc"
"CWNB","WNB","SOUTHEAST SHOAL","ON","41.8333","-82.4667","640","co oc"
"CWNC","WNC","COBOURG (AUTO)","ON","43.95","-78.1667","256","co oc"
"CWNL","WNL","GREAT DUCK ISL.","ON","45.6333","-82.9667","600","co oc"
"CWNZ","WNZ","NAGAGAMI (AUTO)","ON","49.75","-84.1667","86","co"
"CWPB","WPB","BEAUSOLIEL ISLAND","ON","44.85","-79.8667","600","co"
"CWPC","WPC","PORT COLBORNE AUT","ON","42.8667","-79.25","604","co"
"CWPS","WPS","LONG POINT (AUT)","ON","42.5667","-80.05","574","co"
"CWQP","WQP","POINT PETRE(AUTO)","ON","43.8333","-77.15","259","co oc"
"CWRK","WRK","BANCROFT_AUTO8","ON","45.07","-77.87","1086","co"
"CWSI","WSI WMK","SIMCOE (AUTO)","ON","42.85","-80.2667","791","co"
"CWUK","","CHAPAIS","ON","49.8167","-74.9833","1250","co"
"CWWB","WWB","BURLINGTON PIERS","ON","43.3","-79.8","249","co"
"CWWN","","PEAWANUCK_(MAPS)","ON","54.98","-85.43","170","co"
"CWWX","WWX","COVE ISLAND","ON","45.3333","-81.7333","594","co oc"
"CWWZ","WWZ","PORT WELLER(AUTO)","ON","43.25","-79.2167","259","co"
"CWYW","WYW","ARMSTRONG","ON","50.3","-89.0333","1152","co"
"CXBI","","BARRIE-ORO","ON","44.4833","-79.55","948","co"
"CXCA","","CAMERON FALLS","ON","49.15","-88.35","700","co"
"CXCY","","CYPRUS LAKE CS","ON","45.23","-81.53","623","co oc"
"CXDI","","DELHI CS","ON","42.87","-80.55","761","co"
"CXEA","","EAR FALLS","ON","50.63","-93.22","1165","co"
"CXET","","EGBERT CS","ON","44.23","-79.78","824","co"
"CXHA","","HARROW CDA AUTO","ON","42.03","-82.9","627","co oc"
"CXHM","","HAMILTON RBG CS","ON","43.29","-79.91","351","co"
"CXKA","","KAPUKASING CDA","ON","49.41","-82.44","715","co"
"CXKE","","KEMPTVILLE CS","ON","45","-75.63","326","co"
"CXKI","","KIRKLAND_LAKE_CS","ON","48.15","-80","1063","co"
"CXOA","","OTTAWA_CDA_RCS","ON","45.3833","-75.7167","259","co"
"CXPC","","PARRY SOUND CCG","ON","45.34","-80.04","577","co"
"CXQT","","N ONTARIO PORTABLE","ON","48.4333","-89.2167","602","co"
"CXRG","","RIDGETOWN_RCS","ON","42.45","-81.88","675","co"
"CXTO","","TORONTO CITY","ON","43.6667","-79.4","371","co"
"CXVN","","VINELAND STATION RCS","ON","43.18","-79.4","259","co oc"
"CXZC","","MOOSONEE_RCS","ON","51.3","-80.6167","29","co"
"CYAM","YAM","SAULT STE MARIE","ON","46.4833","-84.51","630","co"
"CYAT","","ATTAWAPISKAT","ON","52.9275","-82.4319","30","co"
"CYBN","","BORDEN","ON","44.27","-79.93","732","co"
"CYCK","","CHATHAM","ON","42.3062","-82.0817","645","co oc"
"CYEL","YEL","ELLIOT LAKE","ON","46.35","-82.55","1079","co oc"
"CYER","","FORT_SEVERN","ON","56.02","-87.68","52","co"
"CYGK","YGK WGK","KINGSTON","ON","44.2167","-76.6","305","co"
"CYGQ","YGQ","GERALDTON","ON","49.7","-86.95","1086","co"
"CYHD","YHD","DRYDEN","ON","49.8333","-92.75","1352","co"
"CYHM","YHM","HAMILTON","ON","43.1667","-79.9333","778","co"
"CYKF","YKF","WATERLOO-WELLING.","ON","43.4667","-80.3833","1030","co"
"CYKP","","OGOKI POST","ON","51.6587","-85.901","587","co"
"CYKZ","","TORONTO_BUTTONVILLE","ON","43.87","-79.37","650","co"
"CYLD","YLD","CHAPLEAU","ON","47.8333","-83.4333","1404","co"
"CYLH","YLH","LANSDOWNE HOUSE","ON","52.1954","-87.9341","833","co"
"CYMO","YMO","MOOSONEE","ON","51.2667","-80.65","33","co"
"CYOO","","OSHAWA","ON","43.9228","-78.8833","459","co"
"CYOW","YOW UUP","OTTAWA","ON","45.3167","-75.6667","374","co"
"CYPL","YPL CWPL","PICKLE LAKE","ON","51.4667","-90.2","1224","co"
"CYPO","","PEAWANUCK","ON","54.9881","-85.4433","174","co"
"CYPQ","YPQ","PETERBOROUGH","ON","44.2333","-78.3667","627","co"
"CYQA","YQA","MUSKOKA","ON","44.9667","-79.3","925","co"
"CYQG","YQG","WINDSOR","ON","42.2667","-82.9667","623","co oc"
"CYQK","YQK","KENORA","ON","49.7833","-94.3667","1348","co"
"CYQT","YQT","THUNDER BAY","ON","48.3667","-89.3167","653","co"
"CYRL","YRL","RED LAKE","ON","51.0667","-93.8","1257","co"
"CYSB","YSB","SUDBURY","ON","46.6333","-80.8","1142","co"
"CYSN","YSN","ST. CATHARINES","ON","43.2","-79.1667","322","co"
"CYSP","","MARATHON","ON","48.7553","-86.3444","1033","co"
"CYTJ","YTJ","TERRACE BAY","ON","48.8167","-87.1","951","co"
"CYTL","YTL CWTL","BIG TROUT LAKE","ON","53.8333","-89.8667","722","co"
"CYTR","YTR","TRENTON","ON","44.1167","-77.5333","282","co"
"CYTS","YTS","TIMMINS","ON","48.5667","-81.3833","968","co"
"CYTZ","YTZ CWTZ","TORONTO CITY CENTER","ON","43.6333","-79.4","253","co"
"CYVV","YVV","WIARTON","ON","44.75","-81.1","728","co oc"
"CYWA","YWA","PETAWAWA","ON","45.95","-77.3167","427","co"
"CYXL","YXL","SIOUX LOOKOUT","ON","50.1167","-91.9","1280","co"
"CYXR","YXR","EARLTON","ON","47.7","-79.85","797","co"
"CYXU","YXU","LONDON","ON","43.0333","-81.15","912","co"
"CYXZ","YXZ CWXZ","WAWA","ON","47.9667","-84.7833","942","co"
"CYYB","YYB","NORTH BAY","ON","46.3667","-79.4167","1214","co"
"CYYU","YYU","KAPUSKASING","ON","49.4167","-82.4667","745","co"
"CYYW","YYW","ARMSTRONG","ON","50.2833","-88.9167","1060","co"
"CYYZ","YYZ","TORONTO","ON","43.6833","-79.6333","568","co"
"CYZD","YZD","DOWNSVIEW APRT","ON","43.75","-79.4833","650","co"
"CYZE","YZE CTZE","GORE BAY","ON","45.8833","-82.5667","633","co oc"
"CYZR","YZR","SARNIA","ON","43","-82.3167","594","co"
"CZEL","","ELORA_RCS","ON","43.6421","-80.4116","1234","co"
"CZMD","","MUSKRAT_DAM","ON","53.4333","-91.7667","912","co"
"CZSJ","","SANDY_LAKE","ON","53.05","-93.33","951","co"
"CZTB","","THUNDER_BAY","ON","48.3694","-89.3272","653","co"
"356033","","NEWPORT 1 SE","OR","44.6247","-124.0468","8","co oc"
"359588","","YACHATS","OR","44.3192","-124.1131","61","co"
"46002","6002","OREGON","OR","42.589","-130.4739","16","oc"
"46015","","PORT ORFORD","OR","42.76","-124.83","16","co oc"
"46029","","COL RIVER BAR","OR","46.14","-124.51","16","co oc"
"46050","","YAQUINA BAY","OR","44.64","-124.5","16","co oc"
"46089","","TILLAMOOK","OR","45.8814","-125.7664","16","co oc"
"AGFO3","","AGNESS2","OR","42.5522","-124.0577","247","co"
"ALFO3","","ALLISON","OR","43.9214","-119.5963","5320","co"
"ARFO3","","PARKER MOUNTAIN","OR","42.105","-122.2789","5280","co"
"ASTO3","","9439040-ASTORIA","OR","46.2083","-123.7667","23","co oc"
"ATFO3","","ANTELOPE","OR","44.0397","-118.4163","6460","co"
"BAFO3","","BALD MTN","OR","43.5574","-118.407","5592","co"
"BBFO3","","ZIM","OR","42.685","-122.3902","4089","co"
"BCFO3","","BOARD CREEK","OR","44.5981","-119.3076","4770","co"
"BDFO3","","RYE MOUNTAIN","OR","45.2173","-123.5357","2000","co"
"BEFO3","","BLUE RIDGE","OR","45.5075","-121.7188","3763","co"
"BGFO3","","BADGER CREEK","OR","44.0339","-120.4072","5710","co"
"BHRO3","","BOARD HOLLOW","OR","44.6039","-120.6847","4188","co"
"BKFO3","","BALD KNOB","OR","42.6936","-124.0394","3630","co"
"BLKO3","","BLACK MTN RIDGE","OR","45.5736","-118.2386","4965","co"
"BNFO3","","BURNT RIDGE","OR","43.2028","-123.7175","2955","co"
"BOFO3","","BOULDER CREEK","OR","44.7219","-122.003","3570","co"
"BONO3","K20S","BONNEVILLE","OR","45.6333","-121.95","62","co"
"BQFO3","","BASQUE HILLS","OR","42.2547","-118.9677","5080","co"
"BRUO3","","BRUSH CREEK","OR","44.2843","-122.8494","2130","co"
"BTFO3","","ROBERTS BUTTE","OR","45.6817","-117.2063","4263","co"
"BUCO3","","BUCKHORN SPRINGS","OR","42.1206","-122.5639","2780","co"
"BWFO3","","BROWNS WELL","OR","43.5628","-120.2361","4565","co"
"BWSO3","","BEND WATERSHED","OR","44.0309","-121.5812","5330","co"
"BYFO3","","BLUE CANYON","OR","44.67","-117.9336","4200","co"
"CAFO3","","CABIN LAKE","OR","43.4993","-121.0583","4560","co"
"CARO3","CARO 83S","CAPE ARAGO","OR","43.3417","-124.375","76","co oc"
"CCRO3","","GREEN MOUNTAIN","OR","43.7253","-122.8055","3064","co"
"CDFO3","","CEDAR","OR","45.2117","-123.7719","2220","co"
"CDNO3","","CONDON","OR","44.95","-119.95","2830","co"
"CEFO3","","CASE","OR","44.9711","-118.9297","3800","co"
"CGFO3","","COLGATE","OR","44.3169","-121.6069","3231","co"
"CHRO3","","CHARLOTTE RIDGE","OR","43.6692","-123.9436","1220","co"
"CIFO3","","CINNAMON","OR","43.3208","-122.1066","4834","co"
"CLFO3","","CALIMUS","OR","42.6314","-121.5597","6629","co"
"CNFO3","","CANNIBAL MOUNTAIN","OR","44.3489","-123.8866","1939","co"
"CPFO3","","CRANE PRAIRIE","OR","44.1572","-118.4713","5500","co"
"CQFO3","","CHILOQUIN","OR","42.5771","-121.8936","4495","co"
"CRLO3","","CRATER LAKE","OR","42.8967","-122.1328","6475","co"
"CSFO3","","COLD SPRINGS","OR","44.3551","-120.1336","4640","co"
"CVEO3","","COVE","OR","45.2964","-117.79","3130","co"
"CVFO3","","CALVERT PEAK","OR","42.7791","-123.7346","3822","co"
"CWFO3","","CROW FLAT","OR","43.8412","-118.952","5172","co"
"DSRO3","","NRAWS 3 (DODSON)","OR","45.6043","-122.0433","51","co"
"DTRO","","DETROIT LAKE","OR","44.73","-122.179","1675","co"
"DTTO3","","DETROIT DAM","OR","44.7244","-122.2536","1220","co"
"DUNO3","","DUNES","OR","43.9578","-124.1197","120","co"
"DVLO3","","DEVILS GRAVEYARD","OR","43.7201","-123.6295","1550","co"
"EGKO3","","EAGLE CREEK","OR","45.368","-122.3311","732","co"
"EKCO3","","ELK CREEK","OR","44.7578","-117.9711","6576","co"
"EMFO3","","EMIGRANT","OR","43.483","-122.2302","3840","co"
"ENFO3","","EDEN","OR","45.8764","-117.6163","4200","co"
"EVFO3","","EVANS CREEK","OR","42.5977","-123.105","3257","co"
"FAFO3","","FLAGSTAFF HILL","OR","44.8141","-117.7289","3945","co"
"FEFO3","","FIELDS","OR","43.6805","-122.302","3373","co"
"FFFO3","","FISH FIN RIM","OR","42.4718","-119.1783","4907","co"
"FGFO3","","P HILL","OR","42.8233","-118.9352","4860","co"
"FKFO3","","FORT ROCK","OR","43.432","-120.8384","4413","co"
"FLFO3","","FOSTER FLAT","OR","42.9736","-119.2461","5000","co"
"FMFO3","","FALL MOUNTAIN","OR","44.2969","-119.0369","5949","co"
"FNWO3","","CORVALLIS","OR","44.4183","-123.3252","308","co"
"FOGO","","FOREST GROVE","OR","45.553","-123.084","180","co"
"FPRO3","","FLYNN PRAIRIE","OR","42.3956","-124.3786","1543","co oc"
"GDFO3","","GRANDAD","OR","43.4158","-122.5772","2900","co"
"GELO3","","GELLATLY","OR","44.6078","-123.475","860","co"
"GOVO3","","GOVERNMENT CAMP","OR","45.3014","-121.7411","3980","co"
"GPFO3","","GOODWIN PEAK","OR","43.928","-123.8902","1800","co"
"GPSO3","353445","GRANTS PASS","OR","42.4372","-123.3578","925","co"
"GRBO3","","GERBER RESERVOIR","OR","42.206","-121.138","4950","co"
"GSFO3","","GRASSY MOUNTAIN","OR","42.6261","-117.3951","4560","co"
"HHFO3","","HEHE 1","OR","44.9559","-121.4991","2679","co"
"HOXO3","","HOOD RIVER","OR","45.6847","-121.5175","500","co"
"HRLO3","","HARL BUTTE","OR","45.3192","-116.8675","6071","co"
"HSFO3","","HORSE CREEK","OR","44.9408","-122.4008","3402","co"
"HWYO3","","HALFWAY","OR","44.8783","-117.113","2665","co"
"HYFO3","","HAYSTACK","OR","44.4497","-121.1297","3168","co"
"IRFO3","","BRER RABBIT","OR","44.3239","-119.7691","5719","co"
"JDRO3","354291","JOHN DAY","OR","44.4233","-118.9594","3063","co"
"JRFO3","","J RIDGE","OR","45.1139","-118.4038","5180","co"
"K00S","00S","MC KENZIE BRIDGE STA","OR","44.1816","-122.0856","1620","co"
"K05S","05S","VERNONIA MUNI","OR","45.8521","-123.2429","650","co"
"K12S","12S","MONUMENT MUNI","OR","44.8315","-119.4297","2323","co"
"K16S","16S","MYRTLE CREEK MUNI","OR","42.9973","-123.3153","619","co"
"K1S8","1S8","ARLINGTON MUNI","OR","45.7226","-120.177","890","co"
"K22S","22S","PAISLEY","OR","42.718","-120.5628","4395","co"
"K24S","24S","PINEHURST STATE","OR","42.1102","-122.3831","3643","co"
"K25U","25U","MEMALOOSE","OR","45.4279","-116.6939","6708","co"
"K26U","26U","MC DERMITT STATE","OR","42.0103","-117.7271","4478","co"
"K28U","28U","OWYHEE RESERVOIR STA","OR","43.4248","-117.3457","2680","co"
"K2S7","2S7","CHILOQUIN STATE","OR","42.5793","-121.879","4221","co"
"K35S","35S","WASCO STATE","OR","45.5892","-120.674","1503","co"
"K3S4","3S4","ILLINOIS VALLEY","OR","42.1036","-123.6824","1394","co"
"K3S6","3S6","TOKETEE STATE","OR","43.2234","-122.4212","3361","co"
"K3S7","3S7","NEHALEM BAY STATE","OR","45.6981","-123.9296","30","co oc"
"K3S8","3S8","GRANTS PASS","OR","42.4333","-123.3167","930","co"
"K3S9","3S9","CONDON","OR","45.2333","-120.1833","2830","co"
"K45S","45S","SILVER LAKE F S STRI","OR","43.111","-121.0942","4492","co"
"K4BK","4BK","BROOKINGS","OR","42.05","-124.2833","85","co oc"
"K4LW","4LW","LAKE VIEW","OR","42.2167","-120.35","4774","co"
"K4S1","4S1","GOLD BEACH MUNI","OR","42.4154","-124.4249","21","co oc"
"K4S2","4S2","KEN JERNSTEDT AIRFIE","OR","45.6728","-121.5339","638","co"
"K4S7","4S7","MALIN","OR","42.0011","-121.3964","4053","co"
"K4S9","4S9","MULINO STATE","OR","45.2166","-122.5902","260","co"
"K4UK","4UK","UKIAH","OR","45.1333","-118.9333","3355","co"
"K56S","56S","SEASIDE MUNI","OR","46.015","-123.9077","12","co oc"
"K5J0","","JOHN_DAY_STATE_ARPT","OR","44.4","-118.97","3698","co"
"K5S0","5S0","OAKRIDGE STATE","OR","43.7526","-122.5045","1393","co"
"K5S2","5S2","CRESCENT LAKE STATE","OR","43.5326","-121.95","4810","co"
"K5S4","5S4","TOLEDO STATE","OR","44.601","-123.9396","12","co"
"K5S6","5S6","CAPE BLANCO STATE","OR","42.858","-124.5178","214","co oc"
"K61S","61S","COTTAGE GROVE STATE","OR","43.8041","-123.0321","645","co"
"K62S","62S","CHRISTMAS VALLEY","OR","43.2363","-120.6647","4320","co"
"K64S","64S","PROSPECT STATE","OR","42.7426","-122.489","2578","co"
"K6S2","","FLORENCE MUNI ARPT","OR","43.9828","-124.1114","52","co"
"K6S6","6S6","POWERS","OR","42.8694","-124.059","326","co"
